3.09944956844854000000000 ,0.335
3.00300740029695000000000 ,0.36
2.89620749090906000000000 ,0.385
2.77711674453081000000000 ,0.41
2.64525107834835000000000 ,0.435
2.49933953237280000000000 ,0.46
2.33770166834648000000000 ,0.485
2.16095206234508000000000 ,0.51
1.97082875436458000000000 ,0.535
1.76924643578080000000000 ,0.56
1.56087179113883000000000 ,0.585
1.34692480107555000000000 ,0.61
1.13035340337989000000000 ,0.635
0.91052201311518500000000 ,0.66
0.68528104669618800000000 ,0.685
0.44848725100425100000000 ,0.71
0.19276817088054900000000 ,0.735
-0.09013378683261840000000 ,0.76
-0.40932553753492700000000 ,0.785
-0.76785070325436400000000 ,0.81
-1.15564519155076000000000 ,0.835
-1.55238850071976000000000 ,0.86
-1.94346394951992000000000 ,0.885
-2.33452621425810000000000 ,0.91
